"","liczba_przypadkow","stan_rekordu_na","powiat_miasto"
"13020",NA,NA,NA
"13021",NA,NA,NA
"13022",NA,NA,NA
"13023",NA,NA,NA
"13024",NA,NA,NA
"13025",NA,NA,NA
"13026",NA,NA,NA
"13027",NA,NA,NA
"13028",NA,NA,NA
"13029",NA,NA,NA
"13030",NA,NA,NA
"13031",NA,NA,NA
"13032",NA,NA,NA
"13033",NA,NA,NA
"13034",NA,NA,NA
"13035",NA,NA,NA
"13036",NA,NA,NA
"13037",NA,NA,NA
"13038",NA,NA,NA
"13039",NA,NA,NA
"13040",NA,NA,NA
"13041",NA,NA,NA
"13042",NA,NA,NA
"13043",NA,NA,NA
"13044",NA,NA,NA
"13045",NA,NA,NA
"13046",NA,NA,NA
"13047",NA,NA,NA
"13048",NA,NA,NA
"13049",NA,NA,NA
"13050",NA,NA,NA
"13051",NA,NA,NA
"13052",NA,NA,NA
"13053",NA,NA,NA
"13054",NA,NA,NA
"13055",NA,NA,NA
"13056",NA,NA,NA
"13057",NA,NA,NA
"13058",NA,NA,NA
"13059",NA,NA,NA
"13060",NA,NA,NA
"13061",NA,NA,NA
"13062",NA,NA,NA
"13063",NA,NA,NA
"13064",NA,NA,NA
"13065",NA,NA,NA
"13066",NA,NA,NA
"13067",NA,NA,NA
"13068",NA,NA,NA
"13069",NA,NA,NA
"13070",NA,NA,NA
"13071",NA,NA,NA
"13072",NA,NA,NA
"13073",NA,NA,NA
"13074",NA,NA,NA
"13075",NA,NA,NA
"13076",NA,NA,NA
"13077",NA,NA,NA
"13078",NA,NA,NA
"13079",NA,NA,NA
"13080",NA,NA,NA
"13081",NA,NA,NA
"13082",NA,NA,NA
"13083",NA,NA,NA
"13084",NA,NA,NA
"13085",NA,NA,NA
"13086",NA,NA,NA
"13087",NA,NA,NA
"13088",NA,NA,NA
"13089",NA,NA,NA
"13090",NA,NA,NA
"13091",NA,NA,NA
"13092",NA,NA,NA
"13093",NA,NA,NA
"13094",NA,NA,NA
"13095",NA,NA,NA
"13096",NA,NA,NA
"13097",NA,NA,NA
"13098",NA,NA,NA
"13099",NA,NA,NA
"13100",NA,NA,NA
"13101",NA,NA,NA
"13102",NA,NA,NA
"13103",NA,NA,NA
"13104",NA,NA,NA
"13105",NA,NA,NA
"13106",NA,NA,NA
"13107",NA,NA,NA
"13108",NA,NA,NA
"13109",NA,NA,NA
"13110",NA,NA,NA
"13111",NA,NA,NA
"13112",NA,NA,NA
"13113",NA,NA,NA
"13114",NA,NA,NA
"13115",NA,NA,NA
"13116",NA,NA,NA
"13117",NA,NA,NA
"13118",NA,NA,NA
"13119",NA,NA,NA
"13120",NA,NA,NA
"13121",NA,NA,NA
"13122",NA,NA,NA
"13123",NA,NA,NA
"13124",NA,NA,NA
"13125",NA,NA,NA
"13126",NA,NA,NA
"13127",NA,NA,NA
"13128",NA,NA,NA
"13129",NA,NA,NA
"13130",NA,NA,NA
"13131",NA,NA,NA
"13132",NA,NA,NA
"13133",NA,NA,NA
"13134",NA,NA,NA
"13135",NA,NA,NA
"13136",NA,NA,NA
"13137",NA,NA,NA
"13138",NA,NA,NA
"13139",NA,NA,NA
"13140",NA,NA,NA
"13141",NA,NA,NA
"13142",NA,NA,NA
"13143",NA,NA,NA
"13144",NA,NA,NA
"13145",NA,NA,NA
"13146",NA,NA,NA
"13147",NA,NA,NA
"13148",NA,NA,NA
"13149",NA,NA,NA
"13150",NA,NA,NA
"13151",NA,NA,NA
"13152",NA,NA,NA
"13153",NA,NA,NA
"13154",NA,NA,NA
"13155",NA,NA,NA
"13156",NA,NA,NA
"13157",NA,NA,NA
"13158",NA,NA,NA
"13159",NA,NA,NA
"13160",NA,NA,NA
"13161",NA,NA,NA
"13162",NA,NA,NA
"13163",NA,NA,NA
"13164",NA,NA,NA
"13165",NA,NA,NA
"13166",NA,NA,NA
"13167",NA,NA,NA
"13168",NA,NA,NA
"13169",NA,NA,NA
"13170",NA,NA,NA
"13171",NA,NA,NA
"13172",NA,NA,NA
"13173",NA,NA,NA
"13174",NA,NA,NA
"13175",NA,NA,NA
"13176",NA,NA,NA
"13177",NA,NA,NA
"13178",NA,NA,NA
"13179",NA,NA,NA
"13180",NA,NA,NA
"13181",NA,NA,NA
"13182",NA,NA,NA
"13183",NA,NA,NA
"13184",NA,NA,NA
"13185",NA,NA,NA
"13186",NA,NA,NA
"13187",NA,NA,NA
"13188",NA,NA,NA
"13189",NA,NA,NA
"13190",NA,NA,NA
"13191",NA,NA,NA
"13192",NA,NA,NA
"13193",NA,NA,NA
"13194",NA,NA,NA
"13195",NA,NA,NA
"13196",NA,NA,NA
"13197",NA,NA,NA
"13198",NA,NA,NA
"13199",NA,NA,NA
"13200",NA,NA,NA
"13201",NA,NA,NA
"13202",NA,NA,NA
"13203",NA,NA,NA
"13204",NA,NA,NA
"13205",NA,NA,NA
"13206",NA,NA,NA
"13207",NA,NA,NA
"13208",NA,NA,NA
"13209",NA,NA,NA
"13210",NA,NA,NA
"13211",NA,NA,NA
"13212",NA,NA,NA
"13213",NA,NA,NA
"13214",NA,NA,NA
"13215",NA,NA,NA
"13216",NA,NA,NA
"13217",NA,NA,NA
"13218",NA,NA,NA
"13219",NA,NA,NA
"13220",NA,NA,NA
"13221",NA,NA,NA
"13222",NA,NA,NA
"13223",NA,NA,NA
"13224",NA,NA,NA
"13225",NA,NA,NA
"13226",NA,NA,NA
"13227",NA,NA,NA
"13228",NA,NA,NA
"13229",NA,NA,NA
"13230",NA,NA,NA
"13231",NA,NA,NA
"13232",NA,NA,NA
"13233",NA,NA,NA
"13234",NA,NA,NA
"13235",NA,NA,NA
"13236",NA,NA,NA
"13237",NA,NA,NA
"13238",NA,NA,NA
"13239",NA,NA,NA
"13240",NA,NA,NA
"13241",NA,NA,NA
"13242",NA,NA,NA
"13243",NA,NA,NA
"13244",NA,NA,NA
"13245",NA,NA,NA
"13246",NA,NA,NA
"13247",NA,NA,NA
"13248",NA,NA,NA
"13249",NA,NA,NA
"13250",NA,NA,NA
"13251",NA,NA,NA
"13252",NA,NA,NA
"13253",NA,NA,NA
"13254",NA,NA,NA
"13255",NA,NA,NA
"13256",NA,NA,NA
"13257",NA,NA,NA
"13258",NA,NA,NA
"13259",NA,NA,NA
"13260",NA,NA,NA
"13261",NA,NA,NA
"13262",NA,NA,NA
"13263",NA,NA,NA
"13264",NA,NA,NA
"13265",NA,NA,NA
"13266",NA,NA,NA
"13267",NA,NA,NA
"13268",NA,NA,NA
"13269",NA,NA,NA
"13270",NA,NA,NA
"13271",NA,NA,NA
"13272",NA,NA,NA
"13273",NA,NA,NA
"13274",NA,NA,NA
"13275",NA,NA,NA
"13276",NA,NA,NA
"13277",NA,NA,NA
"13278",NA,NA,NA
"13279",NA,NA,NA
"13280",NA,NA,NA
"13281",NA,NA,NA
"13282",NA,NA,NA
"13283",NA,NA,NA
"13284",NA,NA,NA
"13285",NA,NA,NA
"13286",NA,NA,NA
"13287",NA,NA,NA
"13288",NA,NA,NA
"13289",NA,NA,NA
"13290",NA,NA,NA
"13291",NA,NA,NA
"13292",NA,NA,NA
"13293",NA,NA,NA
"13294",NA,NA,NA
"13295",NA,NA,NA
"13296",NA,NA,NA
"13297",NA,NA,NA
"13298",NA,NA,NA
"13299",NA,NA,NA
"13300",NA,NA,NA
"13301",NA,NA,NA
"13302",NA,NA,NA
"13303",NA,NA,NA
"13304",NA,NA,NA
"13305",NA,NA,NA
"13306",NA,NA,NA
"13307",NA,NA,NA
"13308",NA,NA,NA
"13309",NA,NA,NA
"13310",NA,NA,NA
"13311",NA,NA,NA
"13312",NA,NA,NA
"13313",NA,NA,NA
"13314",NA,NA,NA
"13315",NA,NA,NA
"13316",NA,NA,NA
"13317",NA,NA,NA
"13318",NA,NA,NA
"13319",NA,NA,NA
"13320",NA,NA,NA
"13321",NA,NA,NA
"13322",NA,NA,NA
"13323",NA,NA,NA
"13324",NA,NA,NA
"13325",NA,NA,NA
"13326",NA,NA,NA
"13327",NA,NA,NA
"13328",NA,NA,NA
"13329",NA,NA,NA
"13330",NA,NA,NA
"13331",NA,NA,NA
"13332",NA,NA,NA
"13333",NA,NA,NA
"13334",NA,NA,NA
"13335",NA,NA,NA
"13336",NA,NA,NA
"13337",NA,NA,NA
"13338",NA,NA,NA
"13339",NA,NA,NA
"13340",NA,NA,NA
"13341",NA,NA,NA
"13342",NA,NA,NA
"13343",NA,NA,NA
"13344",NA,NA,NA
"13345",NA,NA,NA
"13346",NA,NA,NA
"13347",NA,NA,NA
"13348",NA,NA,NA
"13349",NA,NA,NA
"13350",NA,NA,NA
"13351",NA,NA,NA
"13352",NA,NA,NA
"13353",NA,NA,NA
"13354",NA,NA,NA
"13355",NA,NA,NA
"13356",NA,NA,NA
"13357",NA,NA,NA
"13358",NA,NA,NA
"13359",NA,NA,NA
"13360",NA,NA,NA
"13361",NA,NA,NA
"13362",NA,NA,NA
"13363",NA,NA,NA
"13364",NA,NA,NA
"13365",NA,NA,NA
"13366",NA,NA,NA
"13367",NA,NA,NA
"13368",NA,NA,NA
"13369",NA,NA,NA
"13370",NA,NA,NA
"13371",NA,NA,NA
"13372",NA,NA,NA
"13373",NA,NA,NA
"13374",NA,NA,NA
"13375",NA,NA,NA
"13376",NA,NA,NA
"13377",NA,NA,NA
"13378",NA,NA,NA
"13379",NA,NA,NA
"13380",NA,NA,NA
"13381",NA,NA,NA
"13382",NA,NA,NA
"13383",NA,NA,NA
"13384",NA,NA,NA
"13385",NA,NA,NA
"13386",NA,NA,NA
"13387",NA,NA,NA
"13388",NA,NA,NA
"13389",NA,NA,NA
"13390",NA,NA,NA
"13391",NA,NA,NA
"13392",NA,NA,NA
"13393",NA,NA,NA
"13394",NA,NA,NA
"13395",NA,NA,NA
"13396",NA,NA,NA
"13397",NA,NA,NA
"13398",NA,NA,NA
"13399",NA,NA,NA
"13400",NA,NA,NA
"13401",NA,NA,NA
"13402",NA,NA,NA
"13403",NA,NA,NA
"13404",NA,NA,NA
"13405",NA,NA,NA
"13406",NA,NA,NA
"13407",NA,NA,NA
"13408",NA,NA,NA
"13409",NA,NA,NA
"13410",NA,NA,NA
"13411",NA,NA,NA
"13412",NA,NA,NA
"13413",NA,NA,NA
"13414",NA,NA,NA
"13415",NA,NA,NA
"13416",NA,NA,NA
"13417",NA,NA,NA
"13418",NA,NA,NA
"13419",NA,NA,NA
"13420",NA,NA,NA
"13421",NA,NA,NA
"13422",NA,NA,NA
"13423",NA,NA,NA
"13424",NA,NA,NA
"13425",NA,NA,NA
"13426",NA,NA,NA
"13427",NA,NA,NA
"13428",NA,NA,NA
"13429",NA,NA,NA
"13430",NA,NA,NA
"13431",NA,NA,NA
"13432",NA,NA,NA
"13433",NA,NA,NA
"13434",NA,NA,NA
"13435",NA,NA,NA
"13436",NA,NA,NA
"13437",NA,NA,NA
"13438",NA,NA,NA
"13439",NA,NA,NA
"13440",NA,NA,NA
"13441",NA,NA,NA
"13442",NA,NA,NA
"13443",NA,NA,NA
"13444",NA,NA,NA
"13445",NA,NA,NA
"13446",NA,NA,NA
"13447",NA,NA,NA
"13448",NA,NA,NA
"13449",NA,NA,NA
"13450",NA,NA,NA
"13451",NA,NA,NA
"13452",NA,NA,NA
"13453",NA,NA,NA
"13454",NA,NA,NA
"13455",NA,NA,NA
"13456",NA,NA,NA
"13457",NA,NA,NA
"13458",NA,NA,NA
"13459",NA,NA,NA
"13460",NA,NA,NA
"13461",NA,NA,NA
"13462",NA,NA,NA
"13463",NA,NA,NA
"13464",NA,NA,NA
"13465",NA,NA,NA
"13466",NA,NA,NA
"13467",NA,NA,NA
"13468",NA,NA,NA
"13469",NA,NA,NA
"13470",NA,NA,NA
"13471",NA,NA,NA
"13472",NA,NA,NA
"13473",NA,NA,NA
"13474",NA,NA,NA
"13475",NA,NA,NA
"13476",NA,NA,NA
"13477",NA,NA,NA
"13478",NA,NA,NA
"13479",NA,NA,NA
"13480",NA,NA,NA
"13481",NA,NA,NA
"13482",NA,NA,NA
"13483",NA,NA,NA
"13484",NA,NA,NA
"13485",NA,NA,NA
"13486",NA,NA,NA
"13487",NA,NA,NA
"13488",NA,NA,NA
"13489",NA,NA,NA
"13490",NA,NA,NA
"13491",NA,NA,NA
"13492",NA,NA,NA
"13493",NA,NA,NA
"13494",NA,NA,NA
"13495",NA,NA,NA
"13496",NA,NA,NA
"13497",NA,NA,NA
"13498",NA,NA,NA
"13499",NA,NA,NA
"13500",NA,NA,NA
"13501",NA,NA,NA
"13502",NA,NA,NA
"13503",NA,NA,NA
"13504",NA,NA,NA
"13505",NA,NA,NA
"13506",NA,NA,NA
"13507",NA,NA,NA
"13508",NA,NA,NA
"13509",NA,NA,NA
"13510",NA,NA,NA
"13511",NA,NA,NA
"13512",NA,NA,NA
"13513",NA,NA,NA
"13514",NA,NA,NA
"13515",NA,NA,NA
"13516",NA,NA,NA
"13517",NA,NA,NA
"13518",NA,NA,NA
"13519",NA,NA,NA
"13520",NA,NA,NA
"13521",NA,NA,NA
"13522",NA,NA,NA
"13523",NA,NA,NA
"13524",NA,NA,NA
"13525",NA,NA,NA
"13526",NA,NA,NA
"13527",NA,NA,NA
"13528",NA,NA,NA
"13529",NA,NA,NA
"13530",NA,NA,NA
"13531",NA,NA,NA
"13532",NA,NA,NA
"13533",NA,NA,NA
"13534",NA,NA,NA
"13535",NA,NA,NA
"13536",NA,NA,NA
"13537",NA,NA,NA
"13538",NA,NA,NA
"13539",NA,NA,NA
"13540",NA,NA,NA
"13541",NA,NA,NA
"13542",NA,NA,NA
"13543",NA,NA,NA
"13544",NA,NA,NA
"13545",NA,NA,NA
"13546",NA,NA,NA
"13547",NA,NA,NA
"13548",NA,NA,NA
"13549",NA,NA,NA
"13550",NA,NA,NA
"13551",NA,NA,NA
"13552",NA,NA,NA
"13553",NA,NA,NA
"13554",NA,NA,NA
"13555",NA,NA,NA
"13556",NA,NA,NA
"13557",NA,NA,NA
"13558",NA,NA,NA
"13559",NA,NA,NA
"13560",NA,NA,NA
"13561",NA,NA,NA
"13562",NA,NA,NA
"13563",NA,NA,NA
"13564",NA,NA,NA
"13565",NA,NA,NA
"13566",NA,NA,NA
"13567",NA,NA,NA
"13568",NA,NA,NA
"13569",NA,NA,NA
"13570",NA,NA,NA
"13571",NA,NA,NA
"13572",NA,NA,NA
"13573",NA,NA,NA
"13574",NA,NA,NA
"13575",NA,NA,NA
"13576",NA,NA,NA
"13577",NA,NA,NA
"13578",NA,NA,NA
"13579",NA,NA,NA
"13580",NA,NA,NA
"13581",NA,NA,NA
"13582",NA,NA,NA
"13583",NA,NA,NA
"13584",NA,NA,NA
"13585",NA,NA,NA
"13586",NA,NA,NA
"13587",NA,NA,NA
"13588",NA,NA,NA
"13589",NA,NA,NA
"13590",NA,NA,NA
"13591",NA,NA,NA
"13592",NA,NA,NA
"13593",NA,NA,NA
"13594",NA,NA,NA
"13595",NA,NA,NA
"13596",NA,NA,NA
"13597",NA,NA,NA
"13598",NA,NA,NA
"13599",NA,NA,NA
"13600",NA,NA,NA
"13601",NA,NA,NA
"13602",NA,NA,NA
"13603",NA,NA,NA
"13604",NA,NA,NA
"13605",NA,NA,NA
"13606",NA,NA,NA
"13607",NA,NA,NA
"13608",NA,NA,NA
"13609",NA,NA,NA
"13610",NA,NA,NA
"13611",NA,NA,NA
"13612",NA,NA,NA
"13613",NA,NA,NA
"13614",NA,NA,NA
"13615",NA,NA,NA
"13616",NA,NA,NA
"13617",NA,NA,NA
"13618",NA,NA,NA
"13619",NA,NA,NA
"13620",NA,NA,NA
"13621",NA,NA,NA
"13622",NA,NA,NA
"13623",NA,NA,NA
"13624",NA,NA,NA
"13625",NA,NA,NA
"13626",NA,NA,NA
"13627",NA,NA,NA
"13628",NA,NA,NA
"13629",NA,NA,NA
"13630",NA,NA,NA
"13631",NA,NA,NA
"13632",NA,NA,NA
"13633",NA,NA,NA
"13634",NA,NA,NA
"13635",NA,NA,NA
"13636",NA,NA,NA
"13637",NA,NA,NA
"13638",NA,NA,NA
"13639",NA,NA,NA
"13640",NA,NA,NA
"13641",NA,NA,NA
"13642",NA,NA,NA
"13643",NA,NA,NA
"13644",NA,NA,NA
"13645",NA,NA,NA
"13646",NA,NA,NA
"13647",NA,NA,NA
"13648",NA,NA,NA
"13649",NA,NA,NA
"13650",NA,NA,NA
"13651",NA,NA,NA
"13652",NA,NA,NA
"13653",NA,NA,NA
"13654",NA,NA,NA
"13655",NA,NA,NA
"13656",NA,NA,NA
"13657",NA,NA,NA
"13658",NA,NA,NA
"13659",NA,NA,NA
"13660",NA,NA,NA
"13661",NA,NA,NA
"13662",NA,NA,NA
"13663",NA,NA,NA
"13664",NA,NA,NA
"13665",NA,NA,NA
"13666",NA,NA,NA
"13667",NA,NA,NA
"13668",NA,NA,NA
"13669",NA,NA,NA
"13670",NA,NA,NA
"13671",NA,NA,NA
"13672",NA,NA,NA
"13673",NA,NA,NA
"13674",NA,NA,NA
"13675",NA,NA,NA
"13676",NA,NA,NA
"13677",NA,NA,NA
"13678",NA,NA,NA
"13679",NA,NA,NA
"13680",NA,NA,NA
"13681",NA,NA,NA
"13682",NA,NA,NA
"13683",NA,NA,NA
"13684",NA,NA,NA
"13685",NA,NA,NA
"13686",NA,NA,NA
"13687",NA,NA,NA
"13688",NA,NA,NA
"13689",NA,NA,NA
"13690",NA,NA,NA
"13691",NA,NA,NA
"13692",NA,NA,NA
"13693",NA,NA,NA
"13694",NA,NA,NA
"13695",NA,NA,NA
"13696",NA,NA,NA
"13697",NA,NA,NA
"13698",NA,NA,NA
"13699",NA,NA,NA
"13700",NA,NA,NA
"13701",NA,NA,NA
"13702",NA,NA,NA
"13703",NA,NA,NA
"13704",NA,NA,NA
"13705",NA,NA,NA
"13706",NA,NA,NA
"13707",NA,NA,NA
"13708",NA,NA,NA
"13709",NA,NA,NA
"13710",NA,NA,NA
"13711",NA,NA,NA
"13712",NA,NA,NA
"13713",NA,NA,NA
"13714",NA,NA,NA
"13715",NA,NA,NA
"13716",NA,NA,NA
"13717",NA,NA,NA
"13718",NA,NA,NA
"13719",NA,NA,NA
"13720",NA,NA,NA
"13721",NA,NA,NA
"13722",NA,NA,NA
"13723",NA,NA,NA
"13724",NA,NA,NA
"13725",NA,NA,NA
"13726",NA,NA,NA
"13727",NA,NA,NA
"13728",NA,NA,NA
"13729",NA,NA,NA
"13730",NA,NA,NA
"13731",NA,NA,NA
"13732",NA,NA,NA
"13733",NA,NA,NA
"13734",NA,NA,NA
"13735",NA,NA,NA
"13736",NA,NA,NA
"13737",NA,NA,NA
"13738",NA,NA,NA
"13739",NA,NA,NA
"13740",NA,NA,NA
"13741",NA,NA,NA
"13742",NA,NA,NA
"13743",NA,NA,NA
"13744",NA,NA,NA
"13745",NA,NA,NA
"13746",NA,NA,NA
"13747",NA,NA,NA
"13748",NA,NA,NA
"13749",NA,NA,NA
"13750",NA,NA,NA
"13751",NA,NA,NA
"13752",NA,NA,NA
"13753",NA,NA,NA
"13754",NA,NA,NA
"13755",NA,NA,NA
"13756",NA,NA,NA
"13757",NA,NA,NA
"13758",NA,NA,NA
"13759",NA,NA,NA
"13760",NA,NA,NA
"13761",NA,NA,NA
"13762",NA,NA,NA
"13763",NA,NA,NA
"13764",NA,NA,NA
"13765",NA,NA,NA
"13766",NA,NA,NA
"13767",NA,NA,NA
"13768",NA,NA,NA
"13769",NA,NA,NA
"13770",NA,NA,NA
"13771",NA,NA,NA
"13772",NA,NA,NA
"13773",NA,NA,NA
"13774",NA,NA,NA
"13775",NA,NA,NA
"13776",NA,NA,NA
"13777",NA,NA,NA
"13778",NA,NA,NA
"13779",NA,NA,NA
"13780",NA,NA,NA
"13781",NA,NA,NA
"13782",NA,NA,NA
"13783",NA,NA,NA
"13784",NA,NA,NA
"13785",NA,NA,NA
"13786",NA,NA,NA
"13787",NA,NA,NA
"13788",NA,NA,NA
"13789",NA,NA,NA
"13790",NA,NA,NA
"13791",NA,NA,NA
"13792",NA,NA,NA
"13793",NA,NA,NA
"13794",NA,NA,NA
"13795",NA,NA,NA
"13796",NA,NA,NA
"13797",NA,NA,NA
"13798",NA,NA,NA
"13799",NA,NA,NA
"13800",NA,NA,NA
"13801",NA,NA,NA
"13802",NA,NA,NA
"13803",NA,NA,NA
"13804",NA,NA,NA
"13805",NA,NA,NA
"13806",NA,NA,NA
"13807",NA,NA,NA
"13808",NA,NA,NA
"13809",NA,NA,NA
"13810",NA,NA,NA
"13811",NA,NA,NA
"13812",NA,NA,NA
"13813",NA,NA,NA
"13814",NA,NA,NA
"13815",NA,NA,NA
"13816",NA,NA,NA
"13817",NA,NA,NA
"13818",NA,NA,NA
"13819",NA,NA,NA
"13820",NA,NA,NA
"13821",NA,NA,NA
"13822",NA,NA,NA
"13823",NA,NA,NA
"13824",NA,NA,NA
"13825",NA,NA,NA
"13826",NA,NA,NA
"13827",NA,NA,NA
"13828",NA,NA,NA
"13829",NA,NA,NA
"13830",NA,NA,NA
"13831",NA,NA,NA
"13832",NA,NA,NA
"13833",NA,NA,NA
"13834",NA,NA,NA
"13835",NA,NA,NA
"13836",NA,NA,NA
"13837",NA,NA,NA
"13838",NA,NA,NA
"13839",NA,NA,NA
"13840",NA,NA,NA
"13841",NA,NA,NA
"13842",NA,NA,NA
"13843",NA,NA,NA
"13844",NA,NA,NA
"13845",NA,NA,NA
"13846",NA,NA,NA
"13847",NA,NA,NA
"13848",NA,NA,NA
"13849",NA,NA,NA
"13850",NA,NA,NA
"13851",NA,NA,NA
"13852",NA,NA,NA
"13853",NA,NA,NA
"13854",NA,NA,NA
"13855",NA,NA,NA
"13856",NA,NA,NA
"13857",NA,NA,NA
"13858",NA,NA,NA
"13859",NA,NA,NA
"13860",NA,NA,NA
"13861",NA,NA,NA
"13862",NA,NA,NA
"13863",NA,NA,NA
"13864",NA,NA,NA
"13865",NA,NA,NA
"13866",NA,NA,NA
"13867",NA,NA,NA
"13868",NA,NA,NA
"13869",NA,NA,NA
"13870",NA,NA,NA
"13871",NA,NA,NA
"13872",NA,NA,NA
"13873",NA,NA,NA
"13874",NA,NA,NA
"13875",NA,NA,NA
"13876",NA,NA,NA
"13877",NA,NA,NA
"13878",NA,NA,NA
"13879",NA,NA,NA
"13880",NA,NA,NA
"13881",NA,NA,NA
"13882",NA,NA,NA
"13883",NA,NA,NA
"13884",NA,NA,NA
"13885",NA,NA,NA
"13886",NA,NA,NA
"13887",NA,NA,NA
"13888",NA,NA,NA
"13889",NA,NA,NA
"13890",NA,NA,NA
"13891",NA,NA,NA
"13892",NA,NA,NA
"13893",NA,NA,NA
"13894",NA,NA,NA
"13895",NA,NA,NA
"13896",NA,NA,NA
"13897",NA,NA,NA
"13898",NA,NA,NA
"13899",NA,NA,NA
"13900",NA,NA,NA
"13901",NA,NA,NA
"13902",NA,NA,NA
"13903",NA,NA,NA
"13904",NA,NA,NA
"13905",NA,NA,NA
"13906",NA,NA,NA
"13907",NA,NA,NA
"13908",NA,NA,NA
"13909",NA,NA,NA
"13910",NA,NA,NA
"13911",NA,NA,NA
"13912",NA,NA,NA
"13913",NA,NA,NA
"13914",NA,NA,NA
"13915",NA,NA,NA
"13916",NA,NA,NA
"13917",NA,NA,NA
"13918",NA,NA,NA
"13919",NA,NA,NA
"13920",NA,NA,NA
"13921",NA,NA,NA
"13922",NA,NA,NA
"13923",NA,NA,NA
"13924",NA,NA,NA
"13925",NA,NA,NA
"13926",NA,NA,NA
"13927",NA,NA,NA
"13928",NA,NA,NA
"13929",NA,NA,NA
"13930",NA,NA,NA
"13931",NA,NA,NA
"13932",NA,NA,NA
"13933",NA,NA,NA
"13934",NA,NA,NA
"13935",NA,NA,NA
"13936",NA,NA,NA
"13937",NA,NA,NA
"13938",NA,NA,NA
"13939",NA,NA,NA
"13940",NA,NA,NA
"13941",NA,NA,NA
"13942",NA,NA,NA
"13943",NA,NA,NA
"13944",NA,NA,NA
"13945",NA,NA,NA
"13946",NA,NA,NA
"13947",NA,NA,NA
"13948",NA,NA,NA
"13949",NA,NA,NA
"13950",NA,NA,NA
"13951",NA,NA,NA
"13952",NA,NA,NA
"13953",NA,NA,NA
"13954",NA,NA,NA
"13955",NA,NA,NA
"13956",NA,NA,NA
"13957",NA,NA,NA
"13958",NA,NA,NA
"13959",NA,NA,NA
"13960",NA,NA,NA
"13961",NA,NA,NA
"13962",NA,NA,NA
"13963",NA,NA,NA
"13964",NA,NA,NA
"13965",NA,NA,NA
"13966",NA,NA,NA
"13967",NA,NA,NA
"13968",NA,NA,NA
"13969",NA,NA,NA
"13970",NA,NA,NA
"13971",NA,NA,NA
"13972",NA,NA,NA
"13973",NA,NA,NA
"13974",NA,NA,NA
"13975",NA,NA,NA
"13976",NA,NA,NA
"13977",NA,NA,NA
"13978",NA,NA,NA
"13979",NA,NA,NA
"13980",NA,NA,NA
"13981",NA,NA,NA
"13982",NA,NA,NA
"13983",NA,NA,NA
"13984",NA,NA,NA
"13985",NA,NA,NA
"13986",NA,NA,NA
"13987",NA,NA,NA
"13988",NA,NA,NA
"13989",NA,NA,NA
"13990",NA,NA,NA
"13991",NA,NA,NA
"13992",NA,NA,NA
"13993",NA,NA,NA
"13994",NA,NA,NA
"13995",NA,NA,NA
"13996",NA,NA,NA
"13997",NA,NA,NA
"13998",NA,NA,NA
"13999",NA,NA,NA
"14000",NA,NA,NA
"14001",NA,NA,NA
"14002",NA,NA,NA
"14003",NA,NA,NA
"14004",NA,NA,NA
"14005",NA,NA,NA
"14006",NA,NA,NA
"14007",NA,NA,NA
"14008",NA,NA,NA
"14009",NA,NA,NA
"14010",NA,NA,NA
"14011",NA,NA,NA
"14012",NA,NA,NA
"14013",NA,NA,NA
"14014",NA,NA,NA
"14015",NA,NA,NA
"14016",NA,NA,NA
"14017",NA,NA,NA
"14018",NA,NA,NA
"14019",NA,NA,NA
"14020",NA,NA,NA
"14021",NA,NA,NA
"14022",NA,NA,NA
"14023",NA,NA,NA
"14024",NA,NA,NA
"14025",NA,NA,NA
"14026",NA,NA,NA
"14027",NA,NA,NA
"14028",NA,NA,NA
"14029",NA,NA,NA
"14030",NA,NA,NA
"14031",NA,NA,NA
"14032",NA,NA,NA
"14033",NA,NA,NA
"14034",NA,NA,NA
"14035",NA,NA,NA
"14036",NA,NA,NA
"14037",NA,NA,NA
"14038",NA,NA,NA
"14039",NA,NA,NA
"14040",NA,NA,NA
"14041",NA,NA,NA
"14042",NA,NA,NA
"14043",NA,NA,NA
"14044",NA,NA,NA
"14045",NA,NA,NA
"14046",NA,NA,NA
"14047",NA,NA,NA
"14048",NA,NA,NA
"14049",NA,NA,NA
"14050",NA,NA,NA
"14051",NA,NA,NA
"14052",NA,NA,NA
"14053",NA,NA,NA
"14054",NA,NA,NA
"14055",NA,NA,NA
"14056",NA,NA,NA
"14057",NA,NA,NA
"14058",NA,NA,NA
"14059",NA,NA,NA
"14060",NA,NA,NA
"14061",NA,NA,NA
"14062",NA,NA,NA
"14063",NA,NA,NA
"14064",NA,NA,NA
"14065",NA,NA,NA
"14066",NA,NA,NA
"14067",NA,NA,NA
"14068",NA,NA,NA
"14069",NA,NA,NA
"14070",NA,NA,NA
"14071",NA,NA,NA
"14072",NA,NA,NA
"14073",NA,NA,NA
"14074",NA,NA,NA
"14075",NA,NA,NA
"14076",NA,NA,NA
"14077",NA,NA,NA
"14078",NA,NA,NA
"14079",NA,NA,NA
"14080",NA,NA,NA
"14081",NA,NA,NA
"14082",NA,NA,NA
"14083",NA,NA,NA
"14084",NA,NA,NA
"14085",NA,NA,NA
"14086",NA,NA,NA
"14087",NA,NA,NA
"14088",NA,NA,NA
"14089",NA,NA,NA
"14090",NA,NA,NA
"14091",NA,NA,NA
"14092",NA,NA,NA
"14093",NA,NA,NA
